region,restrict,date,id,國家或地區
Malaysia,241,2020-05-21,458,馬來西亞
Maldives,246,2020-05-21,462,馬爾代夫
Mali,246,2020-05-21,466,馬里
Malta,246,2020-05-21,470,馬爾他
Marshall Islands,241,2020-05-21,584,馬紹爾群島
Martinique,246,2020-05-21,474,馬提尼克
Mauritania,246,2020-05-21,478,毛里塔尼亞
Mauritius,241,2020-05-21,480,毛里裘斯
Mayotte,246,2020-05-21,175,馬約特(法國)
Micronesia (Federated States of),247,2020-05-21,583,密克羅尼西亞聯邦 密克羅尼西亞聯邦
Mongolia,247,2020-05-21,496,蒙古國
Montenegro,247,2020-05-21,499,黑山
Montserrat,246,2020-05-21,500,蒙特塞拉特（英國）
Morocco,246,2020-05-21,504,摩洛哥
Mozambique,246,2020-05-21,508,莫桑比克
Myanmar,246,2020-05-21,104,緬甸
Namibia,246,2020-05-21,516,納米比亞
Nauru,246,2020-05-21,520,瑙魯
Nepal,246,2020-05-21,524,尼泊爾
Netherlands,234,2020-05-21,528,荷蘭
New Caledonia,246,2020-05-21,540,新喀里多尼亞（法國）
New Zealand,247,2020-05-21,554,新西蘭
Nicaragua,246,2020-05-21,558,尼加拉瓜
Niger,246,2020-05-21,562,尼日爾
Nigeria,246,2020-05-21,566,尼日利亞
Niue,44,2020-05-21,570,紐埃（新西蘭）
Republic of North Macedonia,246,2020-05-21,807,北馬其頓
Northern Mariana Islands,246,2020-05-21,580,北馬利安納群島（美國）
Norway,247,2020-05-21,578,挪威
Oman,246,2020-05-21,512,阿曼
Pakistan,247,2020-05-21,586,巴基斯坦
Palau,3,2020-05-21,585,帛琉
Panama,247,2020-05-21,591,巴拿馬
Papua New Guinea,5,2020-05-21,598,巴布亞新畿內亞
Paraguay,246,2020-05-21,600,巴拉圭
Peru,246,2020-05-21,604,秘魯
Philippines,246,2020-05-21,608,菲律賓
Poland,215,2020-05-21,616,波蘭
Portugal,203,2020-05-21,620,葡萄牙
Puerto Rico,247,2020-05-21,630,波多黎各（美國）
Qatar,246,2020-05-21,634,卡塔爾
Korea (the Republic of),245,2020-05-21,410,南韓
Moldova (the Republic of),246,2020-05-21,498,摩爾多瓦
Réunion,247,2020-05-21,638,留尼旺
Romania,244,2020-05-21,642,羅馬尼亞
Russian Federation,246,2020-05-21,643,俄羅斯
Rwanda,247,2020-05-21,646,盧旺達
Saint Barthélemy,246,2020-05-21,652,聖巴瑟米（法國）
Saint Kitts and Nevis,246,2020-05-21,659,聖基茨和尼維斯
"Saint Helena, Ascension and Tristan da Cunha",247,2020-05-21,654,聖海倫娜、阿森松和特里斯坦-達庫尼亞（英國）
Saint Lucia,246,2020-05-21,662,聖盧西亞
Saint Martin (French part),246,2020-05-21,663,聖馬丁島 (法國)
Saint Vincent and the Grenadines,246,2020-05-21,670,聖文森特和格林納丁斯
Samoa,246,2020-05-21,882,薩摩亞
Saudi Arabia,246,2020-05-21,682,沙特阿拉伯
Senegal,245,2020-05-21,686,塞內加爾
Serbia,246,2020-05-21,688,塞爾維亞
Seychelles,58,2020-05-21,690,塞舌爾
Sierra Leone,246,2020-05-21,694,塞拉利昂
Singapore,245,2020-05-21,702,新加坡
Sint Maarten (Dutch part),246,2020-05-21,534,荷屬聖馬丁（荷蘭）
Slovakia,247,2020-05-21,703,斯洛伐克
Slovenia,247,2020-05-21,705,斯洛文尼亞
Solomon Islands,247,2020-05-21,090,所羅門群島
Somalia,246,2020-05-21,706,索馬里
South Africa,246,2020-05-21,710,南非
South Sudan,246,2020-05-21,728,南蘇丹
Spain,246,2020-05-21,724,西班牙
Sri Lanka,246,2020-05-21,144,斯里蘭卡
Sudan,246,2020-05-21,729,蘇丹
Suriname,245,2020-05-21,740,蘇里南
Sweden,246,2020-05-21,752,瑞典
Switzerland,246,2020-05-21,756,瑞士
Syrian Arab Republic,246,2020-05-21,760,敘利亞
Taiwan (Province of China),247,2020-05-21,158,臺灣
Tajikistan,246,2020-05-21,762,塔吉克
Thailand,246,2020-05-21,764,泰國
Timor-Leste,1,2020-05-21,626,東帝汶
Togo,246,2020-05-21,768,多哥
Tonga,247,2020-05-21,776,湯加
Trinidad and Tobago,246,2020-05-21,780,千里達和多巴哥
Turkey,237,2020-05-21,792,土耳其
Tunisia,246,2020-05-21,788,突尼西亞
Turkmenistan,246,2020-05-21,795,土庫曼
Turks and Caicos Islands,246,2020-05-21,796,特克斯與凱科斯群島（英國）
Tuvalu,246,2020-05-21,798,圖瓦盧
Uganda,246,2020-05-21,800,烏干達
Ukraine,245,2020-05-21,804,烏克蘭
United Arab Emirates,246,2020-05-21,784,阿聯酋
"Tanzania, United Republic of",246,2020-05-21,834,坦桑尼亞
United States of America,30,2020-05-21,840,美國
Virgin Islands (U.S.),237,2020-05-21,850,美屬維爾京群島（美國）
Uruguay,237,2020-05-21,858,烏拉圭
Uzbekistan,246,2020-05-21,860,烏茲別克
Vanuatu,246,2020-05-21,548,瓦努阿圖
Venezuela (Bolivarian Republic of),246,2020-05-21,862,委內瑞拉
Viet Nam,246,2020-05-21,704,越南
Yemen,246,2020-05-21,887,也門
Zambia,196,2020-05-21,894,贊比亞
Zimbabwe,246,2020-05-21,716,津巴布韋
Aruba,5,2020-03-12,533,阿魯巴（荷蘭）
Angola,242,2020-03-12,024,安哥拉
United Arab Emirates,6,2020-03-12,784,阿聯酋
Armenia,1,2020-03-12,051,亞美尼亞
Antigua and Barbuda,2,2020-03-12,028,安提瓜和巴布達
Australia,4,2020-03-12,036,澳洲
Austria,4,2020-03-12,040,奧地利
Azerbaijan,2,2020-03-12,031,阿塞拜疆
Benin,114,2020-03-12,204,貝寧
Bangladesh,7,2020-03-12,050,孟加拉國 孟加拉國
Bahrain,11,2020-03-12,048,巴林
Bahamas,4,2020-03-12,044,巴哈馬
Bosnia and Herzegovina,4,2020-03-12,070,波黑
Belize,1,2020-03-12,084,伯里茲
Bermuda,12,2020-03-12,060,百慕達（英國）
Chile,2,2020-03-12,152,智利
China,242,2020-03-12,156,中國
Cook Islands,16,2020-03-12,184,庫克群島（新西蘭）
Comoros,119,2020-03-12,174,科摩羅
Egypt,19,2020-03-12,818,埃及
Fiji,4,2020-03-12,242,斐濟
Falkland Islands (Islas Malvinas),15,2020-03-12,238,福克蘭群島（英國、阿根廷爭議）
Micronesia,118,2020-03-12,583,密克羅尼西亞聯邦 密克羅尼西亞聯邦
Gabon,119,2020-03-12,266,加蓬
Georgia,4,2020-03-12,268,格魯吉亞
Grenada,1,2020-03-12,308,格林納達
Guatemala,34,2020-03-12,320,危地馬拉
Hong Kong,242,2020-03-12,344,香港（中國）
Croatia,6,2020-03-12,191,克羅地亞
Haiti,6,2020-03-12,332,海地
Hungary,1,2020-03-12,348,匈牙利
Indonesia,4,2020-03-12,360,印尼
India,243,2020-03-12,356,印度
Iran,4,2020-03-12,364,伊朗
Iraq,13,2020-03-12,368,伊拉克
Israel,242,2020-03-12,376,以色列
Italy,242,2020-03-12,380,意大利
Jamaica,5,2020-03-12,388,牙買加
Jordan,4,2020-03-12,400,約旦
Japan,4,2020-03-12,392,日本
Kazakhstan,8,2020-03-12,398,哈薩克
Kenya,114,2020-03-12,404,肯雅
Kyrgyzstan,6,2020-03-12,417,吉爾吉斯
Kiribati,16,2020-03-12,296,基里巴斯
South Korea,2,2020-03-12,410,南韓
Kuwait,21,2020-03-12,414,科威特
Lebanon,8,2020-03-12,422,黎巴嫩
Saint Lucia,6,2020-03-12,662,聖盧西亞
Sri Lanka,4,2020-03-12,144,斯里蘭卡
Macau,4,2020-03-12,446,澳門（中國）
Moldova,4,2020-03-12,498,摩爾多瓦
Madagascar,4,2020-03-12,450,馬達加斯加
Maldives,5,2020-03-12,462,馬爾代夫
Marshall Islands,241,2020-03-12,584,馬紹爾群島
Myanmar,1,2020-03-12,104,緬甸
Montenegro,5,2020-03-12,499,黑山
Mongolia,8,2020-03-12,496,蒙古國
Mauritius,6,2020-03-12,480,毛里裘斯
Malaysia,5,2020-03-12,458,馬來西亞
New Caledonia,242,2020-03-12,540,新喀里多尼亞（法國）
Niue,1,2020-03-12,570,紐埃（新西蘭）
Nepal,10,2020-03-12,524,尼泊爾
Nauru,242,2020-03-12,520,瑙魯
New Zealand,4,2020-03-12,554,新西蘭
Oman,11,2020-03-12,512,阿曼
Panama,1,2020-03-12,591,巴拿馬
Philippines,4,2020-03-12,608,菲律賓
Palau,3,2020-03-12,585,帛琉
Papua New Guinea,1,2020-03-12,598,巴布亞新畿內亞
Poland,5,2020-03-12,616,波蘭
North Korea,243,2020-03-12,408,北韓
Paraguay,1,2020-03-12,600,巴拉圭
French Polynesia,242,2020-03-12,258,法屬波利尼西亞（法國）
Qatar,17,2020-03-12,634,卡塔爾
Romania,4,2020-03-12,642,羅馬尼亞
Russia,9,2020-03-12,643,俄羅斯
Saudi Arabia,245,2020-03-12,682,沙特阿拉伯
Sudan,242,2020-03-12,729,蘇丹
Singapore,4,2020-03-12,702,新加坡
Solomon Islands,37,2020-03-12,090,所羅門群島
Sierra Leone,1,2020-03-12,694,塞拉利昂
El Salvador,161,2020-03-12,222,薩爾瓦多
Somalia,1,2020-03-12,706,索馬里
Serbia,5,2020-03-12,688,塞爾維亞
Sint Maarten,7,2020-03-12,534,荷屬聖馬丁（荷蘭）
Seychelles,6,2020-03-12,690,塞舌爾
Thailand,7,2020-03-12,764,泰國
Tajikistan,5,2020-03-12,762,塔吉克
Turkmenistan,37,2020-03-12,795,土庫曼
Tonga,239,2020-03-12,776,湯加
Trinidad and Tobago,1,2020-03-12,780,千里達和多巴哥
Turkey,5,2020-03-12,792,土耳其
Taiwan,6,2020-03-12,158,臺灣
Uganda,7,2020-03-12,800,烏干達
United States,28,2020-03-12,840,美國
Saint Vincent and the Grenadines,6,2020-03-12,670,聖文森特和格林納丁斯
Vietnam,12,2020-03-12,704,越南
Vanuatu,7,2020-03-12,548,瓦努阿圖
Samoa,245,2020-03-12,882,薩摩亞
South Africa,242,2020-03-12,710,南非
Aruba,247,2020-03-26,533,阿魯巴（荷蘭）
Angola,247,2020-03-26,024,安哥拉
Anguilla,247,2020-03-26,660,安圭拉 （英國）
Albania,246,2020-03-26,008,阿爾巴尼亞
United Arab Emirates,247,2020-03-26,784,阿聯酋
Argentina,247,2020-03-26,032,阿根廷
Armenia,15,2020-03-26,051,亞美尼亞
American Samoa,240,2020-03-26,016,美屬薩摩亞（美國）
Antigua and Barbuda,38,2020-03-26,028,安提瓜和巴布達
Australia,240,2020-03-26,036,澳洲
Austria,222,2020-03-26,040,奧地利
Azerbaijan,247,2020-03-26,031,阿塞拜疆
Belgium,221,2020-03-26,056,比利時
Benin,159,2020-03-26,204,貝寧
Burkina Faso,247,2020-03-26,854,布基納法索
Bangladesh,247,2020-03-26,050,孟加拉國 孟加拉國
Bulgaria,246,2020-03-26,100,保加利亞
Bahrain,247,2020-03-26,048,巴林
Bahamas,247,2020-03-26,044,巴哈馬
Bosnia and Herzegovina,246,2020-03-26,070,波黑
Saint Barthelemy,243,2020-03-26,652,聖巴瑟米（法國）
Belize,30,2020-03-26,084,伯里茲
Bermuda,247,2020-03-26,060,百慕達（英國）
Bolivia,247,2020-03-26,068,玻利維亞
Brazil,36,2020-03-26,076,巴西
Barbados,31,2020-03-26,052,巴巴多斯
Brunei,247,2020-03-26,096,汶萊
Botswana,247,2020-03-26,072,博茨瓦納
Canada,247,2020-03-26,124,加拿大
Switzerland,228,2020-03-26,756,瑞士
Chile,247,2020-03-26,152,智利
China,242,2020-03-26,156,中國
Côte d'Ivoire,241,2020-03-26,384,科特迪瓦
Cameroon,247,2020-03-26,120,喀麥隆
Congo (Brazzaville),241,2020-03-26,178,剛果共和國
Cook Islands,246,2020-03-26,184,庫克群島（新西蘭）
Colombia,247,2020-03-26,170,哥倫比亞
Comoros,241,2020-03-26,174,科摩羅
Costa Rica,241,2020-03-26,188,哥斯達黎加
Cuba,241,2020-03-26,192,古巴
Curaçao,241,2020-03-26,531,古拉索（荷蘭）
Cayman Islands,247,2020-03-26,136,開曼群島（英國）
Cyprus,241,2020-03-26,196,塞浦路斯
Czech Republic,211,2020-03-26,203,捷克
Germany,241,2020-03-26,276,德國
Djibouti,240,2020-03-26,262,吉布提
Dominica,241,2020-03-26,212,多米尼克
Denmark,240,2020-03-26,208,丹麥
Dominican Republic,240,2020-03-26,214,多明尼加
Ecuador,241,2020-03-26,218,厄瓜多爾
Egypt,241,2020-03-26,818,埃及
Spain,248,2020-03-26,724,西班牙
Estonia,244,2020-03-26,233,愛沙尼亞
Ethiopia,241,2020-03-26,231,埃塞俄比亞
Finland,209,2020-03-26,246,芬蘭
Fiji,241,2020-03-26,242,斐濟
Falkland Islands (Islas Malvinas),241,2020-03-26,238,福克蘭群島（英國、阿根廷爭議）
France,209,2020-03-26,250,法國
Micronesia,243,2020-03-26,583,密克羅尼西亞聯邦 密克羅尼西亞聯邦
Gabon,34,2020-03-26,266,加蓬
Georgia,241,2020-03-26,268,格魯吉亞
Ghana,241,2020-03-26,288,加納
Guinea,241,2020-03-26,324,畿內亞
Guadeloupe,242,2020-03-26,312,瓜德羅普
Greece,240,2020-03-26,300,希臘
Grenada,241,2020-03-26,308,格林納達
Guatemala,241,2020-03-26,320,危地馬拉
Guam,196,2020-03-26,316,關島（美國）
Hong Kong,242,2020-03-26,344,香港（中國）
Honduras,241,2020-03-26,340,洪都拉斯
Croatia,209,2020-03-26,191,克羅地亞
Haiti,6,2020-03-26,332,海地
Hungary,247,2020-03-26,348,匈牙利
Indonesia,247,2020-03-26,360,印尼
India,247,2020-03-26,356,印度
Ireland,242,2020-03-26,372,愛爾蘭
Iran,4,2020-03-26,364,伊朗
Iraq,247,2020-03-26,368,伊拉克
Iceland,209,2020-03-26,352,冰島
Israel,242,2020-03-26,376,以色列
Italy,242,2020-03-26,380,意大利
Jamaica,11,2020-03-26,388,牙買加
Jordan,241,2020-03-26,400,約旦
Japan,43,2020-03-26,392,日本
Kazakhstan,242,2020-03-26,398,哈薩克
Kenya,242,2020-03-26,404,肯雅
Kyrgyzstan,247,2020-03-26,417,吉爾吉斯
Cambodia,6,2020-03-26,116,柬埔寨
Kiribati,247,2020-03-26,296,基里巴斯
Saint Christopher and Nevis,34,2020-03-26,659,聖基茨和尼維斯
South Korea,247,2020-03-26,410,南韓
Kuwait,247,2020-03-26,414,科威特
Laos,243,2020-03-26,418,老撾
Lebanon,242,2020-03-26,422,黎巴嫩
Saint Lucia,248,2020-03-26,662,聖盧西亞
Sri Lanka,247,2020-03-26,144,斯里蘭卡
Lithuania,242,2020-03-26,440,立陶宛
Luxembourg,217,2020-03-26,442,盧森堡
Latvia,242,2020-03-26,428,拉脫維亞
Macau,4,2020-03-26,446,澳門（中國）
Saint Martin (French part),243,2020-03-26,663,聖馬丁島 (法國）
Moldova,243,2020-03-26,498,摩爾多瓦
Madagascar,4,2020-03-26,450,馬達加斯加
Maldives,220,2020-03-26,462,馬爾代夫
Marshall Islands,242,2020-03-26,584,馬紹爾群島
North Macedonia,241,2020-03-26,807,北馬其頓
Malta,247,2020-03-26,470,馬爾他
Myanmar,243,2020-03-26,104,緬甸
Montenegro,244,2020-03-26,499,黑山
Mongolia,242,2020-03-26,496,蒙古國
Northern Mariana Islands,192,2020-03-26,580,北馬利安納群島（美國）
Mauritania,248,2020-03-26,478,毛里塔尼亞
Martinique,242,2020-03-26,474,馬提尼克
Mauritius,242,2020-03-26,480,毛里裘斯
Malawi,15,2020-03-26,454,馬拉維
Malaysia,242,2020-03-26,458,馬來西亞
Namibia,244,2020-03-26,516,納米比亞
New Caledonia,241,2020-03-26,540,新喀里多尼亞（法國）
Niger,245,2020-03-26,562,尼日爾
Nigeria,247,2020-03-26,566,尼日利亞
Niue,44,2020-03-26,570,紐埃（新西蘭）
Netherlands,247,2020-03-26,528,荷蘭
Norway,243,2020-03-26,578,挪威
Nepal,247,2020-03-26,524,尼泊爾
Nauru,247,2020-03-26,520,瑙魯
New Zealand,244,2020-03-26,554,新西蘭
Oman,241,2020-03-26,512,阿曼
Pakistan,243,2020-03-26,586,巴基斯坦
Panama,241,2020-03-26,591,巴拿馬
Peru,241,2020-03-26,604,秘魯
Philippines,6,2020-03-26,608,菲律賓
Palau,3,2020-03-26,585,帛琉
Papua New Guinea,5,2020-03-26,598,巴布亞新畿內亞
Poland,244,2020-03-26,616,波蘭
North Korea,241,2020-03-26,408,北韓
Portugal,204,2020-03-26,620,葡萄牙
Paraguay,241,2020-03-26,600,巴拉圭
French Polynesia,242,2020-03-26,258,法屬波利尼西亞（法國）
Qatar,244,2020-03-26,634,卡塔爾
Romania,244,2020-03-26,642,羅馬尼亞
Russia,243,2020-03-26,643,俄羅斯
Rwanda,245,2020-03-26,646,盧旺達
Saudi Arabia,244,2020-03-26,682,沙特阿拉伯
Sudan,232,2020-03-26,729,蘇丹
Singapore,248,2020-03-26,702,新加坡
"Saint Helena, Ascension and Tristan da Cunha",248,2020-03-26,654,聖海倫娜、阿森松和特里斯坦-達庫尼亞（英國）
Solomon Islands,247,2020-03-26,090,所羅門群島
Sierra Leone,161,2020-03-26,694,塞拉利昂
El Salvador,241,2020-03-26,222,薩爾瓦多
Somalia,247,2020-03-26,706,索馬里
Serbia,247,2020-03-26,688,塞爾維亞
South Sudan,247,2020-03-26,728,南蘇丹
Slovakia,240,2020-03-26,703,斯洛伐克
Slovenia,247,2020-03-26,705,斯洛文尼亞
Sweden,217,2020-03-26,752,瑞典
Sint Maarten,247,2020-03-26,534,荷屬聖馬丁（荷蘭）
Seychelles,58,2020-03-26,690,塞舌爾
Turks and Caicos Islands,247,2020-03-26,796,特克斯與凱科斯群島（英國）
Thailand,248,2020-03-26,764,泰國
Tajikistan,248,2020-03-26,762,塔吉克
Turkmenistan,247,2020-03-26,795,土庫曼
Tonga,227,2020-03-26,776,湯加
Trinidad and Tobago,247,2020-03-26,780,千里達和多巴哥
Tunisia,9,2020-03-26,788,突尼西亞
Turkey,244,2020-03-26,792,土耳其
Taiwan,248,2020-03-26,158,臺灣
Tanzania,247,2020-03-26,834,坦桑尼亞
Uganda,247,2020-03-26,800,烏干達
Ukraine,246,2020-03-26,804,烏克蘭
Uruguay,16,2020-03-26,858,烏拉圭
United States,30,2020-03-26,840,美國
Uzbekistan,247,2020-03-26,860,烏茲別克
Saint Vincent and the Grenadines,192,2020-03-26,670,聖文森特和格林納丁斯
"Virgin Islands, British",57,2020-03-26,092,英屬維爾京群島（英國）
"Virgin Islands, United States",238,2020-03-26,850,美屬維爾京群島（美國）
Vietnam,247,2020-03-26,704,越南
Vanuatu,247,2020-03-26,548,瓦努阿圖
Samoa,248,2020-03-26,882,薩摩亞
South Africa,234,2020-03-26,710,南非
Zambia,196,2020-03-26,894,贊比亞
Zimbabwe,196,2020-03-26,716,津巴布韋
